correct,generate
Two women looking at an Asian decoration that looks like a collage.,a group of people are looking at a chinese food restaurant. [SEP]
A bunch of people walking inside a shopping center.,a crowded shopping center with posters on the ceiling. [SEP]
A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.,a crowd of people is walking on a bridge that connects a walking path to a trail of water. [SEP]
A small child in a blue outfit is looking off at some trees in the distance.,a child walks across the grass near the trees. [SEP]
A girl in a green sweatshirt checks out at a store filled with Pokemon items.,people are playing a game in a store. [SEP]
An aging man in a green and orange palm tree shirt and straw hat holds a red drum and a drumstick.,a man playing drum in the street. [SEP]
A small group of Asian youths gathered on the sidewalk looking into camera and playing around.,people getting ready to go into a live music show. [SEP]
A middle-aged man with a backpack playfully pretends to box with younger child who does not look phased.,several people gathered around a little boy as he looks into a camera. [SEP]
"Four men in green, red, gray, and white shirts standing near a blue handrail smiling for a picture.",the two men with the women are standing on the platform by the tree. [SEP]
A woman lounges on a towel in front of people enjoying the blue water.,a woman sunbathing on the beach with her feet in the water and her hair as she wearing a blue shirt. [SEP]
A big tri-colored and a smaller puppy with light blue eyes are playing together.,the white dog with the black collar is running behind the black and gray dog with the red collar. [SEP]
There is six adults in front of a little kitchen some eating and others walking around.,a group of people are walking by a storefront. [SEP]
A black man stands behind a garbage can with his hand raised in front of a sign urging people to repent of various sins as boy in a school blazer holds the hand of a man in shorts.,a man is playing while a little boy watches a game. [SEP]
A police officer on a motorcycle sitting at a traffic light to turn left.,a motorcyclist is driving down the street. [SEP]
A group of Asian men are sitting or standing around a small square table.,a man is sleeping on a chair near a street corner as three other men stand by a small table and sit at night. [SEP]
At least one woman and several men are standing around outside an office building.,men standing on the balcony of a building overlooking water. [SEP]
"A woman wearing sunglasses, white shorts and gray t-shirt is walking her dog and talking to another woman pushing a stroller.",people are at an outdoor shopping bazaar walking and looking at merchandise. [SEP]
"A teenage boy with a white headband looking right, a crowd in the background.",a young man wearing a black shirt is talking to a young woman wearing a gray sweater and jeans. [SEP]
"A colorful array of motorcyclists gathered outdoors, with Joshua trees in the background and a pair of motorcyclists on a cherry-red cycle in the foreground.",people on motorcycles wearing open helmets. [SEP]
Two women in military uniform are standing with other soldiers in formation.,a group of army soldiers are dressed in all green uniforms and are watching another woman walk by. [SEP]
"Three Asian women are standing together smiling, the one with red-hair is holding up the peace sign with her fingers.",two women in a market posing for a picture with another woman to take a picture near her. [SEP]
"Three people, two in black and one in yellow, are seated on a wooden bench, only their heads and shoulders visible, in front of a sign for a furniture showroom &amp; restaurant.","two young women, one wearing a yellow shirt and the other wearing a gray sweater, are sitting on a bench outside with a sign saying "" toodles. "" [SEP]"
A man wearing a brown shirt embellished on the front with black designs drinks from a water fountain shaped like a woman.,a young blond man is fixing a bike. [SEP]
Two young men in black and white t-shirt are walking down the street with a girl in a pink shirt and patterned leggings.,a street performer in a white t - shirt takes a picture of a woman wearing a black apron and earring while a man in a gray t - shirt walks past. [SEP]
An older many in a navy blue polo shirt holds an infant wrapped in a blanket.,the baby is getting dressed up. [SEP]
"A young child wearing a red hat and a tag ""513"" participant tag rides a horse.",a young boy is sitting on a horse at a rodeo. [SEP]
"A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.",a young boy wearing a gray shirt is playing with his toy airplane while two people walk in the background. [SEP]
A little girl with a flower on her swimsuit stands on a lake-beach while others frolic in the background.,"a girl in a bathing suit points in a lake, while a girl in a yellow bathing suit watches. [SEP]"
An older man sites on a cushioned bench with his hands crossed in his lap.,a man is sitting on a leather couch. [SEP]
"Two boys are looking upwards with their arms streteched to the sky, the boy on the left is wearing a blue vest jacket with a gray long-sleeved shirt and black jogging pants, and black tennis shoes and a hat, and the boy on the right is wearing a silver vest jacket, with blue long-sleeved undershirt, gray pants, and black tennis shoes and has black short hair and glasses.",two men kick around outside of a building. [SEP]
A man in a red hat and a woman in a black dress are sitting outside a building on the street.,a dark - haired woman wearing a black shirt and blue jeans sitting on the floor next to a man wearing a green t - shirt and blue shorts. [SEP]
"Asian school children are on a field trip listening to a speech, except for one girl who is posing for the camera.",a group of young asian girls sit on the floor with a crowd of white chairs and stands. [SEP]
Three people sit at a table in front of an establishment displaying the words Bar Gleati Tabacchi.,people are sitting at a stone table in front of a restaurant. [SEP]
A boy in a black shirt and red wristbands hanging upside down while other people look on.,a young man in doing a trick in a city square. [SEP]
A man is walking on a paved surface backdropped by a large art mural.,a man is walking near a mural. [SEP]
"Two young men walk toward the camera, with the redheaded man on the left turning his head to look back at three women in the background who are walking away in the other direction.",two young men are talking on the street. [SEP]
A man in a blue shirt lifts a long pole-handled tool towards a ceiling in a restaurant decorated in an Oriental style with small orange paper lanterns.,a man is dancing with his arms dancing in front of a structure in a dark room. [SEP]
Four adults and a little blond girl walk up a set of outside stairs lead by a lady in a pink shirt.,"a woman with a "" backyard "" has white fence and a crowd of people behind her. [SEP]"
A very busy market street with lots of people looking at different things.,people shop for produce at an outdoor marketplace. [SEP]
"Two little boys eat McDonald's while sitting at a table and chairs outside, where others are also eating.",two young boys are sitting on the chairs and eating food. [SEP]
A young woman with a shave head in a brown skirt and sandals walking past a stone building.,the big man is walking. [SEP]
A male in a purple shirt and white hat is driving a vehicle that has four wheels and some sort of basket in the front of it carrying three people.,these is a rickshaw ride in the city. [SEP]
A man in a teal shirt reads a newspaper inside a newspaper stand.,a man is selling things from a store. [SEP]
"A toddler, whilst sitting in a stroller, is perplexed by a Korean child's book.",a little blond boy holds a book in a chair. [SEP]
A boy and a girl are sitting on a bench looking at something they each have in a small paper cup.,a little girl is sitting on a bench eating a ice cream cone. [SEP]
A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.,a little kid is riding a bike down the street with people around him. [SEP]
"A man wearing blue jeans, a blue shirt, and a green hat is holding a loudspeaker on a city street.",a man wearing a hat is riding a bicycle through a crowd of people holding up a sign. [SEP]
A man riding a vehicle pulled by a donkey in the run down area of town.,a man is traveling down the street in a vehicle pulled by a horse. [SEP]
A man in a black hat and jacket is riding his bicycle.,a man on a bicycle pedals through an archway. [SEP]
A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,a man with a blue jacket smoking a cigarette. [SEP]
"Two men, dressed in business suits, wearing long black coats, sharing a blue plaid umbrella, standing against a graffiti painted brick wall.",a man and women holding an umbrella and wearing hats in front of a brick wall. [SEP]
An old man in dirty clothes rides a bike loaded with possessions down a busy city street.,a man carrying something as he walks past a woman on a bike. [SEP]
Two men who are riding on two horses both are trying to rope a bull in a rodeo.,a cowboy riding a steer at a rodeo as others gaze on. [SEP]
A cowboy on a horse twirling his lasso in anticipation of throwing it.,cowboy preparing to lasso. [SEP]
Two Bicyclers with backpacks going through the fields with mountains in the background.,two people are riding in a field in the country. [SEP]
A man with black pants and a white shirt is reaching into a large white plastic bag in front of a store with large windows.,a man doing a trick on his back in front of a store window. [SEP]
A man wearing black pants and jacket is on a blue scooter next to a crowd of people and a green tent.,"people are riding a three wheeled card down the street, near some trees. [SEP]"
A woman dressed in black with a tattoo on her right arm is taking a picture with her camera.,a woman with long hair is taking a picture of someone wearing a black shirt and boots. [SEP]
"Four people walking beside each other down a street, one of the men is turned around looking toward the camera.",a man and a woman are carrying bags down an outdoor sidewalk. [SEP]
Overhead shot of 2 teenagers both looking at a shirt being held up by one of them.,a birds eye view of a man on a skateboard. [SEP]
"A group of medical students dressed in blue scrubs, visitor sitting on the wall enjoy some fresh air.",a group of people are sitting on the ledge of a public building. [SEP]
A woman with a dog sitting on a bench near the ocean.,two people sit on a bench overlooking the ocean. [SEP]
View of a Victorian building in the background with various people walking in the foreground.,a crowd of people are walking on the grass next to a stone building. [SEP]
Three construction workers stand at the front of a large group of people all wearing white shirts.,a group of man in white t - shirts play bagpipes while a crowd watches. [SEP]
A woman in an all black outfit holds her glasses while she stands in the street in front of a sandwich board advertising menu items.,a man in a black jacket reaches into his black purse at a vegetable market as a woman walks past. [SEP]
A group of men gathered around a table preparing to play a card game.,a man is cooking in front of a group of people. [SEP]
A man and a woman walk around a corner next to a painted wall mural depicting children.,a man is standing on a street near a blue and white mural. [SEP]
A man holds out a wire basket as he prepares to fill it.,a chinese man wearing a brown shirt is working at a food market. [SEP]
A woman with blond-hair is sitting in a booth with a drink working on her laptop.,"a girl with long brown hair, wearing a white shirt, is sitting at a table outside using a laptop computer. [SEP]"
"A lone man sits in a dark room before a desk, reading an internet article on the computer.",a man is sitting at a computer under a spotlight [SEP]
A man with gray hair and a bear sits in a chair on the street with a guitar by his side.,a man with blond - hair speaks loudly while walking past another man. [SEP]
Two people wearing hats are standing in a field tending to a crop.,a man wearing a hat is looking at the camera in a field in front of a building. [SEP]
A female athlete performing a high jump during a competition in Barcelona in 2010.,an in shape woman is pole vaulting successfully and is next to a track and field. [SEP]
A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,a man is riding on a bucking horse in a rodeo. [SEP]
Two little girls sitting on the edge of a street eating corn on the cob.,two little girls are sitting corn - hole in the middle of a street eating corn. [SEP]
"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",two boys play flag football while some bystanders watch. [SEP]
A young girl with a dirty face and pink shirt lays her head on the chest of an older woman in coral.,an older woman is holding a small girl up to take a photo. [SEP]
A man with a blue shirt sitting on a bed and another man with a tan colored shirt and glasses laying on a bed.,"two people are playing a game, wearing lawn chairs, while a man drinks a can drink from a water bottle. [SEP]"
A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground.,an kid sitting with his father in the background picking up rocks and holding up some stone. [SEP]
A Young African American boy wearing a blue baseball cap gazes through a telescope intently while another young boy waits behind him.,a young male wearing a gray cap looking through a microscope. [SEP]
"Three young men in a kitchen standing around a stove, one of them is stirring something in a pot.",three men are in a kitchen making drinks. [SEP]
A young girl wearing a gray snowsuit skiing on a snowy mountain.,the little boy with his big snowsuit is going down the snowy hill. [SEP]
"Two women wearing colorful skirts and t-shirts are dancing in a dirt clearing in the center of a circle of other women, who are clapping.",women sit on the ground with around under a tree. [SEP]
One man in a hooded sweatshirt picking up articles of clothing while a woman in a blue shirt looks on.,two people are sorting through laundry with a lot of bags on their shoulders. [SEP]
"A young blond girl is sitting in a wooden chair backwards, looking into the distance.",a little girl is sitting in the chair and covering her eyes. [SEP]
A young boy uses a flashlight to inspect something in a sidewalk grate.,a man is working on a the sidewalk. [SEP]
"A long-haired skateboarder is about to exit a clean nosegrind on a public handrail, unaware of his surroundings while ignoring the negative public perception of skateboarders.",a young man is skateboarding off of a building. [SEP]
"Two workers wearing bright protective overcoats, shovel snow out of the way of passing residents.",a man is shoveling snow in a city street. [SEP]
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,a man is playing an electric guitar and singing on stage. [SEP]
Three young girls in winter clothing and hats look at disposable cameras they are holding.,"a young woman is wearing a knitted cap and a black sweater, while another woman is using a walkie or stand her back. [SEP]"
"A young boy is leaping off a pier into the water, his leg thrust out.",a young man jumps off of a dock and into the water. [SEP]
A woman in glasses has her eyes wide open while she is at the dentist.,a woman has just gave birth holding her baby a the baby is getting her picture taken. [SEP]
A snowboarder is catching air on a snowy hill while wearing protective snow gear.,a snowboarder wearing an orange jacket in midair. [SEP]
A little girl with blond-hair is playing and splashing in a mud puddle.,a little blond boy is playing with mud. [SEP]
A man rides a bicycle through an inner-city neighborhood next to a wall containing a graffiti picture of a big hand showing the peace sign.,a view of a dirt street with a motorbike driving away in the distance and a crowd standing outside. [SEP]
"A female gymnast, captured in midair during a jump.",a gymnast is balanced upside down on her head. [SEP]
A man in an orange visor crossing the street with a ice cream vendor in the background and a woman about to cross the street as well.,a view of a crowded street in front of a yellow building. [SEP]
"A man in a long gray gown and hat is standing with his hand on a mule that is wearing blankets and decorations on a stone street outside of a building, with a number of other people in the background.",a man holds on tight to two donkeys as they follow his or her down the street. [SEP]
Two young children working together to operate a bicycle.,two children in a poor village pose on camera while a man who is carrying a bicycle standing by. [SEP]
Two male soccer players in lime green uniforms passing the ball to each other.,the man in the yellow hat is trying to kick a soccer ball up. [SEP]
"A man with his arms outspread who looks like he is filled with ecstatic joy is jumping vigorously from old, weathered, yellowed stairs as a man in a green shirt beneath him is lying on his back and seeming to be photographing him or making a video of what is happening.",three men jumping down a set of stairs. [SEP]
A woman with a green shirt takes a drink from a water fountain.,a girl water washing her clothes in the fountain [SEP]
"A man wearing a helmet, floating in the water.",a man is in a large pool and relaxing with his eyes closed and her hand up to his face. [SEP]
A man in a laboratory coat looking into the lenses of a microscope.,two men are working with some microscopes. [SEP]
A young blond girl sleeps curled up on a brown couch with her head on large red pillow.,a woman is sleeping on a couch next to a a guitar. [SEP]
A man wearing a red t-shirt sweeps the sidewalk in front of a brick building.,a man is using his bicycle as a walking past a red brick building with other people doing the same begins to pass by. [SEP]
Three men of varying ages are working preparing something with pots and bowls.,two men are playing a game in a kitchen. [SEP]
A man in a white hoodie is sitting on top of bamboo scaffolding near the roof of a building holding a spade.,a man wearing a white hat is standing on a scaffolding and working on a building. [SEP]
We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat by the pool.,two young women are holding a child wearing red and green striped shorts while standing in water. [SEP]
"4 kids playing, one in a red dress one in a pink shirt, one in a white shirt and a little boy with his arm through a green toy.","a group of children sit in a room dressed in costumes and helmets, points towards the camera. [SEP]"
"Seven children, three of which are riding bicycles traveling along a dirt path in a rural setting with a mountain in the background.",some people and many children stand on a dirt road. [SEP]
"A little boy wearing a chef's hat is working in a kitchen, chopping up some long hotdogs.",a boy wearing a hats and apron is balancing a pot and making dough on his stove. [SEP]
An old man dressed as a clown leans down in front of a group of seated children and allows a girl to pet a small animal.,a clown near a small group of people. [SEP]
"A large, green, navigating wheel is held by an older man in a captain's hat and uniform.",a smiling ship captain is holding his wheel on his boat. [SEP]
A man moves dirt using a large construction vehicle.,a yellow backhoe is tearing down a building. [SEP]
"A young woman is wearing a red shirt, black riding helmet, black pants, and black shoes, while riding in a saddle on a white horse.",a woman is riding outdoors on a tan bucking horse. [SEP]
"A red-haired woman in a tank top and rolled up jeans sits atop a large rock in a wooded park, smiling at the camera.",a woman sitting on a rock. [SEP]
"The strangely dressed guys, one wearing an orange wig, sunglasses with peace signs, and a karate costume with an orannge belt, another wearing a curly blue wig, heart shaped sunglasses, and a karate outfit painted with leaves, and the third wearing pink underwear, a black afro, and giant sunglasses.","two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats are posing for a picture in front of a store window. [SEP]"
A small girl in a bathing suit jumps above a kiddie pool.,a little girl is being pulled through a pool on an inflatable water slide. [SEP]
"Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.",a young girl runs across a swing at a playground. [SEP]
A man wearing a hat is showing a group of children how to throw a net off of a dock.,this is a man fishing off a pier with a large net. [SEP]
"A young, male adult wearing blue jeans, a green reflective vest, work gloves and a hard hat stood between the rails of a railroad track to the rear of a white truck that is specially built to roll on the tracks.",two men are working on a train station stop. [SEP]
Two men appear to be working construction with their hard hats on.,two men in white hard hats are working on a large object inside a chain - linked fence. [SEP]
"Four in bright clothes men are performing on a stage, while other men in brown at the base of the stage work on equipment.",a man is playing on stage with a crowd in the background. [SEP]
"A shirtless man with multiple earrings, a necklace, and holding drumsticks, is voicing into a microphone behind cymbals.",a shirtless singer plays his improvised drums. [SEP]
"A woman with long brown hair wearing a white sleeveless shirt, a man with long brown hair wearing a green t-shirt and tattoos on his arms, and another woman with black hair wearing a green dress, also with tattoos, are in the checkout line at a supermarket.",a group of people is waiting with children as they checked out at walmart. [SEP]
"A man wearing a cowboy hat and suspenders, uses his cane to help him walk down a narrow road surrounded by tall grass.",a man wearing a hat is walking along a gravel path. [SEP]
A woman in a white top and khaki pants exercising on a piece of exercise equipment.,a man in a sweater and tan pants bends down to place his foot on a red hockey machine. [SEP]
Little girl wearing a mask sitting on man's shoulders as they walk through a crowded street together.,a man is carrying two children in the air and walking down the street. [SEP]
"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.",two girls are performing the same ballet move. [SEP]
A woman in a flowing blue robe with a white wave pattern is dancing in front of a large brick building with other dancers similarly attired in the background.,a group of people are dancing with a large brick building in the background. [SEP]
An Asian man walking down an alley talking on his cellphone with brightly colored fabric behind him.,"a man, wearing a black jacket, walks down a narrow street surrounded by chairs and a sign above him that says "" zaras. "" [SEP]"
"Possibly a preschool teacher trying to explain something to her class, the little mouse could care less.",a woman playing a dog show is holding two boys watching her. [SEP]
A group of people watch young men play the drums using makeshift buckets as instruments.,a guy is sitting on a bucket and watching a guy. [SEP]
"A child wearing rollerblades, knee pads, a helmet, and elbow pads is skating down a paved path.",a little girl is wearing rollerblades and knee pads and helmet. [SEP]
"A small white car is stuck on the track, while the train car that hit it at a slow speed, sits still, as a rescue worker helps the driver.",city or county workers in a white car are working on a railroad. [SEP]
"A singer with medium-short curly white hair, wearing a white sleeveless t-shirt, is accompanied by a guitarist who has long white hair and wears a black shirt.",a blond woman is singing with a man on stage. [SEP]
"A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.",a girl sitting on a rock in the water [SEP]
"Two men, one sitting, one standing, are playing their guitars on stage while the audience is looking on.",two men are playing guitars and singing on stage. [SEP]
Couples are dancing in a courtyard with a rough stone wall backing and a large brown building in the background.,people are standing around a street with an old structure outside of it. [SEP]
A woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale.,an woman sits on a stone pillar in the shade while selling her wares. [SEP]
Important political man in gray suit talks to man in darker green suit about the woman in the lighter green jacket.,a thin middle - aged man sits behind a podium in a banquet room. [SEP]
Several men are sitting on their motorcycles wearing a red shirt with a black vest and black hat.,row of motorcycles with the drivers in the scene. [SEP]
"A soccer player is on the field with his arms out, about to kick the ball.",a man in a white soccer jersey throws the ball into play in a soccer match. [SEP]
A guy inside a sports arena wearing a yellow shirt and black cap is holding up a red bag containing snacks and a bottle containing something to drink.,a man in a yellow shirt is holding up a red and black baseball bat. [SEP]
Two males from the green team tackles the other members from black team for the ball in a game of rugby.,a group of men are playing rugby in a field with the man in the green striped shirt. [SEP]
"Four dark-haired adolescent boys, three wearing blue and one wearing red, are playing soccer on a green grass field.",two teams of boys playing soccer and one boy is trying to kick the ball. [SEP]
"A young girl in a blue shirt is in a bowling alley, and is casting her ball down a lane.",a man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins. [SEP]
Soccer players dressed in bright blue and white uniforms are jumping in the air.,two men are playing soccer in a grassy park in front of a crowd. [SEP]
"Am upset young boy is sitting on a skateboard, on some stairs, and is holding a phone.",a young boy sits on the stairs. [SEP]
"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.",a female runner in a competition [SEP]
A group of men and women dressed is formal black dresses and suits holding their music books and singing.,a choir performing for an audience. [SEP]
"On a sunny, dry day, wearing full football gear, a Texas A&amp;M football player tries to reach an Iowa State football player, for the football during the game.",the football player in in yellow and red is about to be tackled by another football player in white and black. [SEP]
"Two men with curling brushes are on an ice rink next to a curling rock, with a man in a red jacket nearby, and three other people in the background.",two men are curling together. [SEP]
"A determined soccer player kicks the soccer ball away from the opposing player, near a goal post, while the opposing player stays focused on the ball.",two men are playing soccer and one is trying to kick the ball. [SEP]
A basketball player from Penn State dribbles a ball while being surrounded by Lafayette players.,two men playing basketball and one is trying to block the others shot. [SEP]
A busy street scene shows several people walking under an archway.,tourists mingle under a bridge. [SEP]
"Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",a race car is between hy barriers near the start arch. [SEP]
A football player dressed in a white uniform is preparing to throw the ball.,a football player in a white uniform is trying to tackle another player who is attempting to throw the ball. [SEP]
"A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row.",a blond little boy holds a stick to his mouth and puts his tongue up. [SEP]
A mother in blue and child walk down a sidewalk next to a brick street.,a white building with a sign on it is being taken down by a street vendor. [SEP]
A hockey game with several players playing their part in preventing or facilitating a goal.,several hockey players stand by another hockey player who is trying to hit the other hockey player. [SEP]
Multiple teenagers outdoors racing against each other while sitting on bouncing balls.,a group of people are playing a game with a lot of cars going by. [SEP]
"An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",a young man is awaiting the serve from his opponent. [SEP]
"A man and woman, dressed in white, embrace each other while their actions go unnoticed to the other people in the background.",a man wearing a white shirt is dancing with a woman wearing a yellow and blue dress. [SEP]
"An older man who appears to be in his sixty's, seems to be doing some type of magical form of play with three children and an adult female, being his targeted group.",a man wearing a hat is taking pictures and talking to a little girl who is standing behind him. [SEP]
A very tired little boy's taking advantage of bed setting in a department store to get some rest.,a little boy is falling backwards onto a bed. [SEP]
A man is resting next to his upside down bicycle taking his glove off.,a man sitting on the ground with a bicycle next to him. [SEP]
"A woman smiles as she skis, wearing a white winter hat, a white coat, and a blue hoodie, while snow is in the background.",a young woman is smiling towards the camera as she attempts to pull herself up a hill while skiing. [SEP]
Several girls and one woman are working on a project in front of a table covered with many objects.,a group of young people are gathered around a table looking at some electronic equpitment [SEP]
"A man with a striped shirt, blue jeans and a red kerchief in his pocket is being thrown off a brown irate horse while a brown and tan horse is buckling while the crowd is watching",a man is being thrown off a bull during a rodeo. [SEP]
A woman presents a bar code for a smartphone so that a man can use his phone to find the location associated with the code.,a man is writing something and standing over another man. [SEP]
A woman with short red-hair is in some very cloudy water by a shoreline and only her head is above the water.,a woman playing in the water at night. [SEP]
Two young boys sitting on a sunlit floor smiling and holding a black lab puppy.,a woman is holding two boys'hands up and holding a small girl's hand. [SEP]
Several children are practicing martial arts moves in a room with a red floor.,little girls do karate - one girl is kicking a boy in the face. [SEP]
A man tired on a couch just waiting to go home from work.,a man is laying on a red couch in a store. [SEP]
A lady in a gray sweater has a conversation with three other people at the same table.,group of people sit and listen to a woman giving a lecture. [SEP]
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",a jockey climbs a ramp behind his horse. [SEP]
A racing car with man ads emblazoned on it rounds a corner on a racetrack with two cars close behind it.,a sponsored race car is spinning its tires on a track while being watched by spectators. [SEP]
"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",a clown is running towards a man who has fallen off a bull at a rodeo. [SEP]
A man in swimming trunks walking down to his belongings that are piled on a yellow canoe.,man stands on surfboard with paddle in ocean. [SEP]
A man with a gray jacket on that has a red and black stripe on the sleeve at a shooting range with multiple targets.,man shooting a pistol at a shooting range. [SEP]
A team plays ball in the sand as a few spectators look on from the stands.,men are playing a sport and jumping over the fence. [SEP]
"Two boys, one wearing a blue shirt, the other wearing a muscle shirt, facing each other on a brick wall, next to a culvert.",some children are playing near the water. [SEP]
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,a in - between almost - costumed woman in a yellow shirt and jeans demonstrates sculpting clay using her hand and her face. [SEP]
Several young black people traverse a market street in a rather dilapidated section of town.,a children stands under an umbrella while walking through a crowded street. [SEP]
A baseball pitcher is halfway through his motion of throwing the ball.,two men are playing baseball in a dirt field. [SEP]
"Two guys, one wearing a red costume and the other wearing a white top and black shorts, are playing beach volleyball.",two men playing beach volleyball are playing beach volleyball. [SEP]
A man who wearing blue color jacket and light green color trouser is cleaning his fishing nets after went for fishing.,man in dark blue jacket sitting on a fishing boat with a lot of outside of it. [SEP]
A surfer has just fallen off his surfboard and only his feet are visible above the water.,a man surfing in the ocean [SEP]
An individual wearing blue latex gloves is compressing foods into juice with the aid of an instrument.,a man is wearing blue gloves and a yellow shirt is putting some sort of very large gloves on. [SEP]
Two soccer players on different teams collide in midair while jumping towards the ball.,two men are playing soccer. [SEP]
"Two children playing soccer on the field, one is wearing a blue shirt and the other is wearing a orange shirt.",two soccer players are playing soccer. [SEP]
A person wearing a red coat is holding a beige and plaid umbrella while crossing the street.,a woman is waiting to cross the street with her umbrella. [SEP]
A crowd of people run a marathon in a cityscape with two skyscrapers in the background.,runners race by while a crowd of onlookers watch. [SEP]
A skateboarder rides the bowl of a skate park while a man watches in the background.,a skateboarder doing a trick on a concrete ramp. [SEP]
Someone is lunging for a soccer ball near a net in a game of water soccer.,a man is wrestling a ball near a net. [SEP]
A guy kisses another surprised looking man on the ear.,two men sit behind a bar with shiner bock beer. [SEP]
A group of people surrounding a man in a black and red striped shirt asking for his autograph.,"a man is wearing a red and black striped shirt, while he is reading something, as a child in a costume looks on. [SEP]"
A man in a blue shirt rides a skateboard along a railing not far from a brick wall.,a young man is doing a jump over a rail. [SEP]
A man sitting on railroad tracks eating something and selling something displayed on top of a crate.,a woman sits behind a platform getting her shoes shined by another man. [SEP]
"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",a man wearing a scottish bagpipe and a red and white uniform is doing a dance. [SEP]
"Indy car, white, blue with a red mark on the roof, rounding a turn, in front of the white car.",a race car is driving down a track. [SEP]
"A man in a black, white, and red uniform is holding yellow ski poles and racing or preparing to race.",a rollerblader in gray is doing a trick with his yellow pole. [SEP]
Person in black shirt lying on top of person in red shirt in the grass.,two people are laying on the grass. [SEP]
A very young child in a denim baseball cap eats a green apple.,the little boy is wearing a hat and eating an apple in his mouth. [SEP]
Two football players leap into the air as a player on the opposing team moves toward them.,two high school football players during a football game. [SEP]
"Three musicians on a stage, two are guitarists, and one is wearing a hat, black striped pants, strumming a red electric guitar, and the other guitarist is strumming a white guitar while the other musician is wearing blue jeans and a black t-shirt and singing.","a man dressed in costumes singing, while a band plays behind him. [SEP]"
A bull rider in a white shirt jumping the fence to avoid being hit by the bull.,"in an arena, two men wearing cowboy hats and flame shirts are wresting a cow. [SEP]"
The back of a blond woman with braided hair playing tennis.,a woman in blue hits a tennis ball in a tennis match. [SEP]
A man in a white shirt and black pants is playing a large brown instrument.,a man playing a banjo is sitting in front of a stage with other people. [SEP]
"A man in a construction supply area, wearing blue jeans and bluish gray t-shirt, caries a bundle of metal on his shoulder",a man is carrying two pieces of construction equipment. [SEP]
A woman who is sitting in a field listening to music throws a frisbree for her brown dog.,a dog trying to bite a man who is training him [SEP]
There is an outline of a male and female observing a bonfire or other large burning wooden object.,a backlit photograph of two people on a black structure with fire. [SEP]
Two girls wearing pink have their hands in or near a fountain in a shopping complex where people throw coins in it.,the little girl is trying to be her own band and she is trying to get her hand into the water park. [SEP]
"A topless boy with long hair who is drenched in water, is flexing his muscles whilst smiling.",a young boy plays in the water of his backyard. [SEP]
A martial artist wearing a white Gi and a black belt is pinning another man in a blue Gi to the ground.,a man being flipped in a taekwondo competition [SEP]
A woman dressed in a red bikini is jumping up in the sand to reach the volleyball hitting it with the palm of her hand while people in the arena watch.,a woman is reaching to complete a dig while playing beach volleyball. [SEP]
A blond child is being bitten on the nose by a little orange kitten.,a woman holds a small kitten near her face. [SEP]
Woman standing in front of a large pot holding the lid and wearing a yellow apron.,a boy in a yellow t - shirt is standing at a food stall. [SEP]
Two children walk over a stone bridge in the country to meet their parent.,a girl and a boy stand on the rocks and talking. [SEP]
"Two women sit on a brown scooter, one is wearing blue jeans and a brown jacket, the other is carrying a bag and has on black pants and a black top with a green hat.",a woman is riding a brown scooter through a crowd of people. [SEP]
A group of people are getting fountain drinks at a convenience store.,two young men looking at a game on a tv. [SEP]
A mountain bike rider wearing a helmet rides down a mountain trail with trees and a mountain ridge in the background.,a mountain biker rides down a trail. [SEP]
A girl with orange hair and tattoos takes a picture of a painting with her phone.,a woman with her back to the camera is taking a picture of a piece of art. [SEP]
