correct,generate
Several men are sitting on their motorcycles wearing a red shirt with a black vest and black hat.,a row of motorcycles [SEP]
"A soccer player is on the field with his arms out, about to kick the ball.",a man kicking a soccer ball [SEP]
A guy inside a sports arena wearing a yellow shirt and black cap is holding up a red bag containing snacks and a bottle containing something to drink.,a man holding a bottle of beer [SEP]
Two males from the green team tackles the other members from black team for the ball in a game of rugby.,a group of men playing a game of rugby [SEP]
"Four dark-haired adolescent boys, three wearing blue and one wearing red, are playing soccer on a green grass field.",the kids are playing soccer [SEP]
"A young girl in a blue shirt is in a bowling alley, and is casting her ball down a lane.",a man is playing bowling [SEP]
Soccer players dressed in bright blue and white uniforms are jumping in the air.,a group of people playing soccer on a field [SEP]
"Am upset young boy is sitting on a skateboard, on some stairs, and is holding a phone.",a boy sitting on a set of stairs [SEP]
"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.",a woman running in a race [SEP]
A group of men and women dressed is formal black dresses and suits holding their music books and singing.,choir members singing [SEP]
"On a sunny, dry day, wearing full football gear, a Texas A&amp;M football player tries to reach an Iowa State football player, for the football during the game.",a football player running [SEP]
"Two men with curling brushes are on an ice rink next to a curling rock, with a man in a red jacket nearby, and three other people in the background.",a man wearing a black jacket [SEP]
"A determined soccer player kicks the soccer ball away from the opposing player, near a goal post, while the opposing player stays focused on the ball.",a group of people playing soccer [SEP]
A basketball player from Penn State dribbles a ball while being surrounded by Lafayette players.,a man wearing a white jersey [SEP]
A busy street scene shows several people walking under an archway.,a group of people walking through a market [SEP]
"Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",a race track [SEP]
A football player dressed in a white uniform is preparing to throw the ball.,a man running with a football [SEP]
"A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row.",a little boy eating a banana [SEP]
A mother in blue and child walk down a sidewalk next to a brick street.,a clock on a building [SEP]
A hockey game with several players playing their part in preventing or facilitating a goal.,the ice hockey players are playing [SEP]
Multiple teenagers outdoors racing against each other while sitting on bouncing balls.,a group of people playing with a ball [SEP]
"An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",a tennis court [SEP]
"A man and woman, dressed in white, embrace each other while their actions go unnoticed to the other people in the background.",a man and woman hug each after a party [SEP]
"An older man who appears to be in his sixty's, seems to be doing some type of magical form of play with three children and an adult female, being his targeted group.",a man in a suit [SEP]
A very tired little boy's taking advantage of bed setting in a department store to get some rest.,a small child laying on a mattress [SEP]
A man is resting next to his upside down bicycle taking his glove off.,a man sitting on the ground [SEP]
"A woman smiles as she skis, wearing a white winter hat, a white coat, and a blue hoodie, while snow is in the background.",a woman skiing [SEP]
Several girls and one woman are working on a project in front of a table covered with many objects.,a group of young people working on electronics [SEP]
"A man with a striped shirt, blue jeans and a red kerchief in his pocket is being thrown off a brown irate horse while a brown and tan horse is buckling while the crowd is watching",a man riding a horse [SEP]
A woman presents a bar code for a smartphone so that a man can use his phone to find the location associated with the code.,a man wearing a green sweater [SEP]
A woman with short red-hair is in some very cloudy water by a shoreline and only her head is above the water.,a woman in a hot pool [SEP]
Two young boys sitting on a sunlit floor smiling and holding a black lab puppy.,two boys holding a kitten [SEP]
Several children are practicing martial arts moves in a room with a red floor.,a group of people in a room [SEP]
A man tired on a couch just waiting to go home from work.,a man laying on a red couch [SEP]
A lady in a gray sweater has a conversation with three other people at the same table.,a group of people sitting at a table [SEP]
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",a jockey on a horse [SEP]
A racing car with man ads emblazoned on it rounds a corner on a racetrack with two cars close behind it.,a car driving on a race track [SEP]
"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",a man riding a bull [SEP]
A man in swimming trunks walking down to his belongings that are piled on a yellow canoe.,a yellow kay [SEP]
A man with a gray jacket on that has a red and black stripe on the sleeve at a shooting range with multiple targets.,a man shooting a gun [SEP]
A team plays ball in the sand as a few spectators look on from the stands.,a group of people playing frc [SEP]
"Two boys, one wearing a blue shirt, the other wearing a muscle shirt, facing each other on a brick wall, next to a culvert.",a boy and a boy [SEP]
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,a woman working on a vase [SEP]
Several young black people traverse a market street in a rather dilapidated section of town.,a group of people walking down a street [SEP]
A baseball pitcher is halfway through his motion of throwing the ball.,a baseball player throwing a ball [SEP]
"Two guys, one wearing a red costume and the other wearing a white top and black shorts, are playing beach volleyball.",a man jumping up to hit a volleyball ball [SEP]
A man who wearing blue color jacket and light green color trouser is cleaning his fishing nets after went for fishing.,a man in a boat [SEP]
A surfer has just fallen off his surfboard and only his feet are visible above the water.,the water is splashing [SEP]
An individual wearing blue latex gloves is compressing foods into juice with the aid of an instrument.,a person in blue gloves holding a sy [SEP]
Two soccer players on different teams collide in midair while jumping towards the ball.,two boys playing soccer [SEP]
"Two children playing soccer on the field, one is wearing a blue shirt and the other is wearing a orange shirt.",two boys playing soccer [SEP]
A person wearing a red coat is holding a beige and plaid umbrella while crossing the street.,a woman with an umbrella [SEP]
A crowd of people run a marathon in a cityscape with two skyscrapers in the background.,a group of people running [SEP]
A skateboarder rides the bowl of a skate park while a man watches in the background.,a man on a skateboard [SEP]
Someone is lunging for a soccer ball near a net in a game of water soccer.,a man in a pool [SEP]
A guy kisses another surprised looking man on the ear.,two men sitting in a booth [SEP]
A group of people surrounding a man in a black and red striped shirt asking for his autograph.,a man signing a book [SEP]
A man in a blue shirt rides a skateboard along a railing not far from a brick wall.,a man on a skateboard [SEP]
A man sitting on railroad tracks eating something and selling something displayed on top of a crate.,a man sitting on a boat [SEP]
"A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.",a man in a red uniform [SEP]
"Indy car, white, blue with a red mark on the roof, rounding a turn, in front of the white car.",the grass is green [SEP]
"A man in a black, white, and red uniform is holding yellow ski poles and racing or preparing to race.",a man wearing a helmet [SEP]
Person in black shirt lying on top of person in red shirt in the grass.,a woman laying on the grass [SEP]
A very young child in a denim baseball cap eats a green apple.,a baby in a chair [SEP]
Two football players leap into the air as a player on the opposing team moves toward them.,a football game [SEP]
"Three musicians on a stage, two are guitarists, and one is wearing a hat, black striped pants, strumming a red electric guitar, and the other guitarist is strumming a white guitar while the other musician is wearing blue jeans and a black t-shirt and singing.",a group of people playing instruments [SEP]
A bull rider in a white shirt jumping the fence to avoid being hit by the bull.,a man riding a bull [SEP]
The back of a blond woman with braided hair playing tennis.,a woman playing tennis [SEP]
A man in a white shirt and black pants is playing a large brown instrument.,a man playing a cello [SEP]
"A man in a construction supply area, wearing blue jeans and bluish gray t-shirt, caries a bundle of metal on his shoulder",a man carrying a large piece of wood [SEP]
A woman who is sitting in a field listening to music throws a frisbree for her brown dog.,a woman playing with a dog [SEP]
There is an outline of a male and female observing a bonfire or other large burning wooden object.,a fire is burning [SEP]
Two girls wearing pink have their hands in or near a fountain in a shopping complex where people throw coins in it.,a little girl in a pink coat playing in a fountain [SEP]
"A topless boy with long hair who is drenched in water, is flexing his muscles whilst smiling.",a boy in the water [SEP]
A martial artist wearing a white Gi and a black belt is pinning another man in a blue Gi to the ground.,a man wearing a blue judo uniform [SEP]
A woman dressed in a red bikini is jumping up in the sand to reach the volleyball hitting it with the palm of her hand while people in the arena watch.,a woman playing volleyball [SEP]
A blond child is being bitten on the nose by a little orange kitten.,a woman holding a cat [SEP]
Woman standing in front of a large pot holding the lid and wearing a yellow apron.,a woman in a yellow apron [SEP]
Two children walk over a stone bridge in the country to meet their parent.,a man and two children standing on a rock [SEP]
"Two women sit on a brown scooter, one is wearing blue jeans and a brown jacket, the other is carrying a bag and has on black pants and a black top with a green hat.",a woman riding a motorcycle down a street [SEP]
A group of people are getting fountain drinks at a convenience store.,two boys in a store [SEP]
A mountain bike rider wearing a helmet rides down a mountain trail with trees and a mountain ridge in the background.,a man riding a bike [SEP]
A girl with orange hair and tattoos takes a picture of a painting with her phone.,a woman taking a picture [SEP]
"A woman cyclist wearing a white helmet, sunglasses, black long-sleeved shirt and black and pink biking shorts pedals straight toward the camera lens.",a woman riding a bike [SEP]
"Five cyclists, all wearing the same uniforms, are riding one behind the other in a bicycle race.",a group of cyclists [SEP]
"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",a football game [SEP]
Young defensive football players executing a tackle on a member of the opposite team during a football game.,the football players are playing [SEP]
"At a men's basketball game, number 55, in white and yellow, tries desperately to prevent number ten, in black and gray, from making a shot while the rest of the players watch frozen on the court.",a basketball game [SEP]
A man talking on his cellphone while holding a cigarette and wearing a blue shirt and navy blue jacket with a car in the background.,a man walking down a sidewalk [SEP]
"A man dressed in orange t-shirt is trying to hit a baseball, with a few people looking at them and a keeper behind trying to catch the ball.",a baseball game [SEP]
"A young, active man wearing a full helmet turning a corner on his mountain bike in the woods.",a man riding a bike [SEP]
"A player in a white and red uniform goes for a layup, while the player with a red and black uniform blocks the attempted shot.",a group of young men playing a game of basketball [SEP]
A young boy is either jumping on a trampoline or skateboarding and he is serious about it on a beautiful summer day.,a man jumping in the air [SEP]
Two children wearing striped sweaters and black pants tussle outdoors near a play set.,a boy playing with a frc [SEP]
A boy is pushing an object with a handle while wearing sunglasses by a building with a blue and white striped awning.,a blue and white aw [SEP]
"A young boy, dressed in a gray and blue baseball uniform, preparing to hit the ball off of the t-ball stand while onlookers watch from behind a chain link fence.",a young boy swinging a bat at a baseball game [SEP]
Six men are sitting or laying on a patch of earth in a wooded area.,a group of people working in a field [SEP]
A dog with big ears is holding a small stick in its mouth.,a small dog sniffing a small bird [SEP]
"A man in a yellow jacket with the number twelve on his back uses a rod to pull a horse, as people behind a Bud Light sign watch.",a man leading a horse [SEP]
An Asian man is cooking in a restaurant with several large pieces of roasted meat hanging in the background.,a man in a kitchen [SEP]
"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",a woman cooking in a kitchen [SEP]
"Marathon runners are racing on a city street, with other people standing around.",a group of people running down a street [SEP]
An oriental woman wearing a hat riding down the street on a bicycle.,a woman riding a bike down a street [SEP]
"Young boys are hanging out on the sidewalk next to trees, while one boy is exploring the dirt around the tree.",a group of people sitting on the sidewalk [SEP]
"A man, who is wearing the tan coat, is gambling at a casino slot machine.",a man standing in front of a ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve ve [SEP]
A young girl wades out into the water wearing safety floatation devices on her arms.,a small child in the water [SEP]
